ID,Word,Tags
n10382710,organ-grinder,
n10382825,organist,"choirmaster, accompanist, pianis"
n10384392,orphan,"orphaned, orphans, 12-year-old, "
n10384496,orphan,"orphaned, orphans, 12-year-old, "
n10385566,"osteopath, osteopathist","chiropractor, oooooooooooooooooo"
n10386984,outfielder,"fielder, infielder, outfielders,"
n10387196,right fielder,"left, just, back, hand, same"
n10387324,"right-handed pitcher, right-hand","left-handed, right-arm, middle-o"
n10393909,painter,"sculptor, artist, painters, pain"
n10395828,Panchen Lama,
n10396106,"panelist, panellist","panelists, co-host, remarked, at"
n10400108,parishioner,"co-worker, str94, kd96, rw95, gp"
n10400437,"Parliamentarian, Member of Parli",
n10400618,parliamentary agent,"parliament, elections, mps, elec"
n10401331,parrot,"parrots, naborsind, http://www.m"
n10401639,"partaker, sharer",
n10403876,"passenger, rider","passengers, freight, cargo, trai"
n10405694,patient,"patients, doctors, physician, tr"
n10406266,patriarch,"patriarchate, bartholomew, const"
n10406391,patriarch,"patriarchate, bartholomew, const"
n10406765,"patriarch, paterfamilias","patriarchate, bartholomew, const"
n10407310,"patriot, nationalist","kuhdz, piyanart, srivalo, k977-1"
n10407954,"patron, sponsor, supporter","benefactor, http://www.nwguild.o"
n10410246,peacekeeper,"peacekeepers, policeman, 65stk, "
n10411551,"peddler, pedlar, packman, hawker","peddlers, peddling, oooooooooooo"
n10415037,percussionist,"keyboardist, multi-instrumentali"
n10419472,pessimist,"optimist, oooooooooooooooooooooo"
n10419785,Peter Pan,
n10420507,"pet sitter, critter sitter","pets, dog, cat, cats, dogs"
n10421016,"Pharaoh, Pharaoh of Egypt",
n10421470,"pharmacist, druggist, chemist, a","dentist, physician, hairdresser,"
n10421956,"philanthropist, altruist","entrepreneur, industrialist, ben"
n10422405,"philatelist, stamp collector","28aou94, 27aou94, oooooooooooooo"
n10427764,"physical therapist, physiotherap","mental, and/or, furthermore, add"
n10431625,"picker, chooser, selector","pickers, ooooooooooooooooooooooo"
n10432441,pilgrim,"js94bb, k978-1, bb96, bulletinyy"
n10435169,pipe smoker,"pipes, piping, bulletinyyy, http"
n10435988,"pitcher, hurler, twirler","pitchers, pitching, hander, star"
n10439373,"platinum blond, platinum blonde","palladium, multi-platinum, 2x, g"
n10439851,"player, participant","players, playing, play, played, "
n10441962,plenipotentiary,"consul-general, chargé, kd96, kd"
n10449664,policyholder,"policyholders, ooooooooooooooooo"
n10450161,political scientist,"politics, politicians, leadershi"
n10450303,"politician, politico, pol, polit","businessman, lawmaker, jurist, p"
n10451450,politician,"businessman, lawmaker, jurist, p"
n10453184,pool player,"pools, swimming, bdb94, str95bb,"
n10461060,"poultryman, poulterer",
n10464052,"prayer, supplicant","prayers, praying, worship, pray,"
n10465451,"premature baby, preterm baby, pr","prematurely, inevitable, demise,"
n10465831,presbyter,oooooooooooooooooooooooooooooooo
n10467179,president,"vice, presidents, presidency, ny"
n10467395,"President of the United States, ",
n10469874,press photographer,"reporters, associated, media, br"
n10470779,priest,"priests, bishop, pastor, catholi"
n10472129,"primigravida, gravida I",
n10473917,Prince of Wales,
n10474645,"principal, school principal, hea","http://www.nwguild.org, srivalo,"
n10476467,"private, buck private, common so","public, privately, addition, own"
n10477713,"probationer, student nurse","23aou94, kd96, 25aou94, 27aou94,"
n10481268,"programmer, computer programmer,","programmers, timewrn, __________"
n10482220,"promoter, booster, plugger","promoters, _____________________"
n10483138,"propagator, disseminator","mangxamba, bb97, kd96, ooooooooo"
n10485883,protectionist,"protectionism, nationalistic, is"
n10486166,protegee,oooooooooooooooooooooooooooooooo
n10487182,"pruner, trimmer","27aou94, tihg, 28aou94, kd96, kd"
n10488656,psycholinguist,
n10493685,puppeteer,"puppeteers, oooooooooooooooooooo"
n10495756,"pusher, thruster","propeller, pushers, oooooooooooo"
n10498816,"quarterback, signal caller, fiel","qb, quarterbacks, bledsoe, favre"
n10498986,quartermaster,"adjutant, second-in-command, com"
n10499232,Quebecois,
n10499355,"queen, queen regnant, female mon","elizabeth, king, princess, monar"
n10500217,queen,"elizabeth, king, princess, monar"
n10500419,queen consort,"elizabeth, king, princess, monar"
n10500603,queen mother,"elizabeth, king, princess, monar"
n10502329,rabbi,"rabbis, rebbe, yeshiva, chaim, y"
n10504206,"radiologist, radiotherapist","urologist, cardiologist, interni"
n10505613,raiser,"fundraiser, raisers, fundraisers"
n10506915,ranker,"localweather, mangxamba, skaht, "
n10508141,ratepayer,"noyers, gahsh, dehsh, kd95, skah"
n10508710,reader,"readers, viewer, listener, expla"
n10509063,reading teacher,"read, writing, reads, instance, "
n10510245,rear admiral,"front, wheel, wheels, fitted, do"
n10512372,"recruit, military recruit","recruits, recruited, recruiting,"
n10513823,"redhead, redheader, red-header, ",oooooooooooooooooooooooooooooooo
n10514429,"referee, ref","referees, umpire, linesman, disa"
n10521100,"repairman, maintenance man, serv","mechanic, janitor, welder, kd94,"
n10521662,"reporter, newsman, newsperson","journalist, correspondent, inter"
n10522035,representative,"representatives, represented, re"
n10522759,"rescuer, recoverer, saver","js03, 24aou94, ooooooooooooooooo"
n10523341,reservist,"kd97, oooooooooooooooooooooooooo"
n10524076,resident commissioner,"http://www.co.mo.md.us, srivalo,"
n10525436,"retailer, retail merchant","stores, retailers, mart, retaili"
n10525617,"retiree, retired person","retirees, 65-year, 70-year, pens"
n10528023,rheumatologist,"geriatrician, internist, urologi"
n10529231,"rich person, wealthy person, hav","wealthy, especially, wealth, ric"
n10530150,rider,"riders, cyclist, rode, armstrong"
n10530959,"right-hander, right hander, righ","left-hander, 0080ff, michael.hil"
n10536416,rock star,"band, pop, punk, 'n', bands"
n10540114,Mountie,
n10542608,runner,"runners, winner, finishing, cont"
n10542761,runner,"runners, winner, finishing, cont"
n10542888,runner,"runners, winner, finishing, cont"
n10548537,salesman,"saleswoman, salesmen, mechanic, "
n10548681,"salesperson, sales representativ","saleswoman, js03, kd97, js04bb, "
n10550369,sangoma,"mangxamba, kd96, http://www.kasp"
n10553235,"saunterer, stroller, ambler",
n10559288,"schoolchild, school-age child, p","kindergartner, mangxamba, mirost"
n10559508,schoolfriend,"kd96, kd94, mangxamba, ooooooooo"
n10559996,schoolmaster,"headmaster, clergyman, protégé, "
n10560106,"schoolmate, classmate, schoolfel","schoolmates, co-worker, coworker"
n10562135,"scorekeeper, scorer","kd96, js03, kd94, 28aou94, 23aou"
n10562283,scorer,"goalscorer, scorers, scoring, sc"
n10563314,scoutmaster,oooooooooooooooooooooooooooooooo
n10563403,scrambler,"mangxamba, ooooooooooooooooooooo"
n10565667,scuba diver,"snorkeling, diver, diving, diver"
n10566072,"sculptor, sculpturer, carver, st","painter, sculptors, sculpture, p"
n10568358,second cousin,"third, fourth, first, fifth, six"
n10568608,"second fiddle, second banana","third, fourth, first, fifth, six"
n10569179,"second-rater, mediocrity",
n10572706,Secretary of State,
n10572889,"Secretary of the Interior, Inter",
n10574538,secularist,"secular, 3.7504, .2666, zuraimi,"
n10574840,security consultant,"adding, ensure, officials, force"
n10575463,"seeded player, seed","seed, unseeded, quarterfinals, 7"
n10577284,"seller, marketer, vender, vendor","sellers, buyer, purchaser, vendo"
n10578021,semifinalist,"quarterfinalist, finalist, quart"
n10578471,senator,"sen., democrat, senate, congress"
n10581890,"serjeant-at-law, serjeant, serge","referendary, g.c.b., 25aou94, ml"
n10582746,"serviceman, military man, man, m","servicemen, crewman, solider, so"
n10583387,"settler, colonist","settlers, kd97, jewish, http://w"
n10583790,settler,"settlers, kd97, jewish, http://w"
n10585077,sex symbol,"sexual, homosexual, child, prost"
n10588074,sheep,"goats, cows, cattle, goat, herd"
n10588357,"sheik, tribal sheik, sheikh, tri","sheikh, hassan, hamad, ahmed, em"
n10588965,shepherd,"piyanart, srivalo, http://www.co"
n10595164,"sibling, sib","siblings, piyanart, srivalo, k97"
n10595647,"sick person, diseased person, su","ill, dying, tired, anyway, elder"
n10598181,signorina,
n10599806,"singer, vocalist, vocalizer, voc","songwriter, musician, vocalist, "
n10602470,Sister,
n10602985,"sister, sis","mother, daughter, niece, wife, s"
n10603851,sitar player,"tabla, surbahar, harmonium, saro"
n10604380,skateboarder,"skateboarders, skateboarding, sk"
n10604979,skidder,
n10607291,"skin-diver, aquanaut",
n10607478,skinhead,"skinheads, neo-nazi, neo-nazis, "
n10610465,"sleeper, slumberer","piyanart, srivalo, str95bb, k587"
n10610850,sleeper,"piyanart, srivalo, str95bb, k587"
n10611267,sleeping beauty,"slept, sleep, asleep, bed, sitti"
n10611613,"sleuth, sleuthhound",oooooooooooooooooooooooooooooooo
n10613996,"smasher, stunner, knockout, beau","kd96, #ukqec, 27aou94, 28aou94, "
n10618342,soccer player,"football, basketball, hockey, vo"
n10620586,sociolinguist,"25aou94, 27aou94, mangxamba, ___"
n10620758,sociologist,"anthropologist, sociology, psych"
n10622053,soldier,"soldiers, policeman, wounded, ar"
n10624074,"son, boy","father, brother, grandson, daugh"
n10624310,songster,"ooooooooooooooo, oly-2004-cyclin"
n10624437,songstress,oooooooooooooooooooooooooooooooo
n10624540,"songwriter, songster, ballad mak","musician, singer, vocalist, sing"
n10627252,soul mate,"mind, soulful, souls, drohs, lov"
n10628644,"sovereign, crowned head, monarch","moreover, likewise, entity, piya"
n10629939,"sparring partner, sparring mate","jousting, sparred, brawling, jou"
n10630188,"speaker, talker, utterer, verbal","speakers, parliament, gingrich, "
n10631309,Speaker,
n10633450,"spectator, witness, viewer, watc","piyanart, srivalo, bulletinyyy, "
n10634849,"speedskater, speed skater","speedskaters, speedskating, skat"
n10635788,sphinx,"pyramids, 65stk, kd97, http://ww"
n10638922,"sport, sportsman, sportswoman","sports, sporting, compete, ., we"
n10639359,"sporting man, outdoor man","sport, sports, str95bb, js94bb, "
n10639637,"sports announcer, sportscaster, ","sport, sporting, basketball, bas"
n10642596,square dancer,"downtown, stands, adjacent, area"
n10644598,"staff member, staffer","personnel, staffers, staffs, emp"
n10645017,staff sergeant,"personnel, staffers, staffs, emp"
n10649197,starlet,"wannabe, ooooooooooooooooooooooo"
n10652605,state treasurer,"states, federal, ., officials, g"
n10655594,"steward, flight attendant","bailiff, srivalo, piyanart, str9"
n10657835,stock trader,"shares, market, stocks, exchange"
n10661563,"strategist, strategian","lynch, strategists, analyst, mer"
n10665587,"stud, he-man, macho-man","stallion, sired, sire, k587-1, h"
n10665698,"student, pupil, educatee","students, teacher, graduate, cam"
n10667477,stylist,"stylists, hairdresser, http://ww"
n10667863,subcontractor,"subcontractors, contractor, http"
n10671613,"successor, heir","successors, succeed, predecessor"
n10671736,"successor, replacement","successors, succeed, predecessor"
n10672371,Sufi,
n10674713,sumo wrestler,"wrestlers, wrestler, yokozuna, w"
n10675010,sunbather,"kd96, mangxamba, xyletobius, mir"
n10678937,supremo,"oly-2004-weightlifting, shmahn, "
n10679174,"surgeon, operating surgeon, sawb","physician, orthopedic, surgeons,"
n10680609,surveyor,"surveyors, surveying, bb94, geol"
n10680796,surveyor,"surveyors, surveying, bb94, geol"
n10682953,"sweetheart, sweetie, steady, tru","fiancée, k587-1, bulletinyyy, ht"
n10685398,sylph,"kd96, mangxamba, kd94, el1l, ooo"
n10686073,"sympathizer, sympathiser, well-w","sympathiser, sympathizers, kd94,"
n10686885,syndic,"mangxamba, 27aou94, kd96, ______"
n10688356,tactician,"masterful, canny, skillful, helm"
n10689306,tailback,"wideout, sophomore, redshirt, ba"
n10690648,"tanker, tank driver","tankers, freighter, vessel, barg"
n10692482,"taster, taste tester, taste-test",oooooooooooooooooooooooooooooooo
n10694258,"teacher, instructor","teachers, student, teaching, tau"
n10696508,technician,"mechanic, technicians, engineer,"
n10698368,"television reporter, television ","tv, broadcast, aired, channel, r"
n10701180,tennis player,"badminton, tournament, volleybal"
n10701644,"tennis pro, professional tennis ","badminton, tournament, volleybal"
n10701962,"tenor saxophonist, tenorist","baritone, saxophone, soprano, op"
n10707134,theosophist,"eliška, k586-1, kd96, bb97, kd94"
n10707233,"therapist, healer","therapists, psychologist, chirop"
n10709529,thrower,"discus, javelin, hammer, 65stk, "
n10711766,Timorese,
n10718131,"tourist, tourer, holidaymaker","tourists, destination, attractio"
n10719132,"town crier, crier","towns, village, near, nearby, ci"
n10721321,traffic cop,"congestion, highways, jams, moto"
n10726031,"transvestite, cross-dresser","prostitute, oooooooooooooooooooo"
n10727171,trawler,"trawlers, vessel, fishermen, cre"
n10727458,"Treasury, First Lord of the Trea",
n10728624,tribesman,"tribesmen, eirmalasare, 28aou94,"
n10730728,"trooper, state trooper","troopers, patrolman, tihg, k978-"
n10732010,"trumpeter, cornetist","bandleader, saxophonist, marsali"
n10734394,twin,"bdb94, k978-1, k587-1, str95bb, "
n10734891,Tyke,
n10737103,"understudy, standby","kd97, em96, oooooooooooooooooooo"
n10738111,unicyclist,
n10739391,Unknown Soldier,
n10740868,"upstart, parvenu, nouveau-riche,","upstarts, srivalo, piyanart, bdb"
n10745006,"valedictorian, valedictory speak","salutatorian, graduating, highsc"
n10746931,"vaulter, pole vaulter, pole jump","pole, bubka, yelena, vaulters, w"
n10747119,vegetarian,"vegan, vegetarians, gourmet, ent"
n10748620,"very important person, VIP, high","extremely, quite, so, well, too"
n10750031,vicar,"rector, curate, headmaster, succ"
n10750640,vicar-general,"under-sheriff, bb97, deputy-gove"
n10753442,villager,"shopkeeper, eirmalasare, js03, 2"
n10754189,"vintner, wine merchant","winemaker, ooooooooooooooooooooo"
n10755080,violist,"violinist, cellist, violinists, "
n10756148,viscount,"marquess, viscountess, great-gra"
n10757050,visiting professor,"visited, visit, visits, met, inv"
n10763075,"waif, street child","homely, spunky, sexpot, oly-2004"
n10763383,"waiter, server","bartender, waitress, busboy, wai"
n10763620,waitress,"bartender, waiter, diner, waitre"
n10765679,"wanderer, roamer, rover, bird of",oooooooooooooooooooooooooooooooo
n10772092,"weatherman, weather forecaster",oooooooooooooooooooooooooooooooo
n10773665,welder,"electrician, stonemason, janitor"
n10780284,"widow, widow woman","wife, husband, niece, granddaugh"
n10780632,"wife, married woman","husband, daughter, mother, daugh"
n10782471,winger,"wingers, fullback, forwards, mid"
n10787470,"woman, adult female","girl, man, mother, person, she"
n10791115,working girl,"worked, work, doing, well, done"
n10791221,"workman, workingman, working man","tihg, pyoot, bulletinyyy, bb96, "
n10792335,"worshiper, worshipper","worshipper, mangxamba, ooooooooo"
n10793570,wright,"http://www.co.mo.md.us, robinson"
n10802507,"yard bird, yardbird","dashst, http://www.co.mo.md.us, "
n10804287,"young buck, young man","youngsters, younger, teenagers, "
n10806113,zoo keeper,"hahmz, aquarium, zoos, lihb, pan"
n11448153,"dust storm, duster, sandstorm, s","clouds, shehp, dirt, debris, san"
n11487732,"parhelion, mock sun, sundog",
n11508382,"snow, snowfall","rain, snowfall, fog, snowstorm, "
n11524451,wave,"waves, surge, coming, resulting,"
n11532682,volva,"mangxamba, bb97, kd96, sreerema,"
n11533212,basidiocarp,
n11536673,aquatic,"ecosystems, mammals, freshwater,"
n11537327,"bryophyte, nonvascular plant","mirosternus, mangxamba, anisopod"
n11542137,"sphagnum, sphagnum moss, peat mo","bogs, mosses, moss, carrie-anne,"
n11542640,"liverwort, hepatic","lythraceae, mirosternus, pseudag"
n11544015,"hepatica, Marchantia polymorpha","fasciola, capillaria, hexachaeta"
n11545714,fern,"pyoot, bdb94, bulletinyyy, k587-"
n11547855,spore,"spores, oooooooooooooooooooooooo"
n11552133,cryptogam,
n11552806,annual,"yearly, annually, monthly, year,"
n11599324,"welwitschia, Welwitschia mirabil","mangxamba, jenalia.moreno@chron."
n11600372,cycad,"encephalartos, hoshihananomia, m"
n11601177,"sago palm, Cycas revoluta","tahp, vahrd, peesk, doo'ah, oly-"
n11601333,"false sago, fern palm, Cycas cir","misleading, bogus, phony, statem"
n11601918,zamia,"physalaemus, dypsis, calathea, c"
n11602873,dioon,
n11603246,encephalartos,"hoshihananomia, mirosternus, tom"
n11603835,macrozamia,"oreophryne, centrolene, pseudoeu"
n11608250,"pine, pine tree, true pine","spruce, oak, cedar, pines, fir"
n11609475,"pinon, pinyon","kd94, kd96, oooooooooooooooooooo"
n11609862,"pinon pine, Mexican nut pine, Pi","kd94, kd96, oooooooooooooooooooo"
n11610215,"single-leaf, single-leaf pine, s","monophylla, mangxamba, rw96, fit"
n11611087,"spruce pine, Pinus glabra","fir, pine, birch, sitka, beech"
n11611233,"black pine, Pinus nigra","white, dark, brown, blue, colore"
n11611356,"pitch pine, northern pitch pine,","pitches, goals_none, got, mound,"
n11611561,"pond pine, Pinus serotina","ponds, lake, brook, k587-1, bdb9"
n11611758,"stone pine, umbrella pine, Europ","stones, brick, granite, marble, "
n11612018,"Swiss pine, Swiss stone pine, ar",
n11612349,"Swiss mountain pine, mountain pi",
n11612575,"ancient pine, Pinus longaeva","medieval, antiquity, ruins, cent"
n11613219,"American white pine, eastern whi",
n11613459,"western white pine, silver pine,","eastern, southern, west, part, s"
n11614039,"whitebark pine, whitebarked pine","lodgepole, mangxamba, skaht, js0"
n11614250,yellow pine,"red, pink, bright, purple, blue"
n11614420,"ponderosa, ponderosa pine, weste","lodgepole, eucalyptus, pine, pin"
n11614713,"Jeffrey pine, Jeffrey's pine, bl",
n11615026,"shore pine, lodgepole, lodgepole","shoreline, shores, along, piyana"
n11615387,"loblolly pine, frankincense pine","shortleaf, ooooooooooooooooooooo"
n11615607,"jack pine, Pinus banksiana","nicholson, murphy, _____________"
n11615967,"longleaf pine, pitch pine, south","loblolly, lodgepole, pine, ooooo"
n11616486,"red pine, Canadian red pine, Pin","yellow, blue, pink, green, white"
n11616662,"Scotch pine, Scots pine, Scotch ",
n11617090,"Monterey pine, Pinus radiata",
n11617272,"bristlecone pine, Rocky Mountain","oly-2004-gymnastics, doubles_hel"
n11617631,"table-mountain pine, prickly pin",
n11618290,"Japanese black pine, black pine,",
n11618525,"Torrey pine, Torrey's pine, sole",
n11618861,"larch, larch tree","tamarack, spruce, fir, hemlock, "
n11619227,"American larch, tamarack, black ",
n11619455,"western larch, western tamarack,","eastern, southern, west, part, s"
n11620673,"fir, fir tree, true fir","spruce, firs, pine, hemlock, con"
n11621029,silver fir,"gold, bronze, medalist, medallis"
n11621281,"amabilis fir, white fir, Pacific","encyclia, pulchellus, amolops, a"
n11621547,"European silver fir, Christmas t",
n11621727,"white fir, Colorado fir, Califor","black, brown, red, _____________"
n11621950,"balsam fir, balm of Gilead, Cana","spruce, poplar, bb94, pyoot, ooo"
n11622184,"Fraser fir, Abies fraseri",
n11622368,"lowland fir, lowland white fir, ","lowlands, swamps, forests, grass"
n11622591,"Alpine fir, subalpine fir, Abies",
n11622771,"Santa Lucia fir, bristlecone fir",
n11623105,"cedar, cedar tree, true cedar","pine, grove, redwood, cypress, _"
n11623815,"cedar of Lebanon, Cedrus libani","pine, grove, redwood, cypress, _"
n11623967,"deodar, deodar cedar, Himalayan ","+.11, mangxamba, huhnt, kd96, oo"
n11624192,"Atlas cedar, Cedrus atlantica",
n11624531,spruce,"fir, pine, birch, sitka, beech"
n11625003,"Norway spruce, Picea abies",
n11625223,"weeping spruce, Brewer's spruce,","sobbing, crying, wept, sobbed, c"
n11625632,"white spruce, Picea glauca","black, brown, red, _____________"
n11625804,"black spruce, Picea mariana, spr","white, dark, brown, blue, colore"
n11626152,"Sitka spruce, Picea sitchensis",
n11626409,"oriental spruce, Picea orientali","prohertrib, #ukqec, bdb94, bb96,"
n11626585,"Colorado spruce, Colorado blue s",
n11626826,"red spruce, eastern spruce, yell","yellow, blue, pink, green, white"
n11627168,"hemlock, hemlock tree","spruce, birch, fir, hemlocks, pi"
n11627512,"eastern hemlock, Canadian hemloc","western, southeastern, northeast"
n11627908,"mountain hemlock, black hemlock,","mountains, slopes, foothills, al"
n11628087,"western hemlock, Pacific hemlock","eastern, southern, west, part, s"
n11628456,douglas fir,"mcdonnell, rohsh, rohch, http://"
n11628793,"green douglas fir, douglas spruc","red, purple, blue, brown, bright"
n11630017,"cedar, cedar tree","pine, grove, redwood, cypress, _"
n11631854,"Arizona cypress, Cupressus arizo",
n11632167,"Monterey cypress, Cupressus macr",
n11632619,"Italian cypress, Mediterranean c",
n11634736,"incense cedar, red cedar, Caloce","candles, candle, scented, sandal"
n11635152,"southern white cedar, coast whit","northern, southwestern, southeas"
n11635433,"Oregon cedar, Port Orford cedar,",
n11635830,"yellow cypress, yellow cedar, No","red, pink, bright, purple, blue"
n11636204,"Japanese cedar, Japan cedar, sug",
n11636835,juniper berry,"sycamore, piyanart, srivalo, k58"
n11639445,"pahautea, Libocedrus bidwillii, ",
n11640132,"metasequoia, dawn redwood, Metas","kd96, mangxamba, mirosternus, oo"
n11643835,arborvitae,"kd96, http://www.kasparovchess.c"
n11644046,"western red cedar, red cedar, ca","eastern, southern, west, part, s"
n11644226,"American arborvitae, northern wh",
n11644462,"Oriental arborvitae, Thuja orien",
n11645590,Wollemi pine,
n11645914,araucaria,"bidwillii, fomes, lioptilodes, n"
n11646167,"monkey puzzle, chile pine, Arauc","monkeys, squirrel, ape, http://w"
n11646344,"norfolk island pine, Araucaria h","suffolk, richmond, yarmouth, htt"
n11646694,"bunya bunya, bunya bunya tree, A","skaht, kd94, localweather, tihm,"
n11647306,"kauri pine, dammar pine","waipoua, gweye, oly-2004-cycling"
n11647703,"kauri, kaury, Agathis australis","waipoua, gweye, oly-2004-cycling"
n11650558,"yellowwood, yellowwood tree","kd94, oly-2004-gymnastics, kd96,"
n11652376,"brown pine, Rockingham podocarp,","gray, brohd, smith, ____________"
n11653904,"kahikatea, New Zealand Dacryberr","rimu, mangxamba, +.11, cw96, htt"
n11655974,"westland pine, silver pine, Laga","lysanders, fahnt, http://www.sta"
n11658331,"miro, black pine, Prumnopitys fe","miró, matisse, tehf, huhnt, chag"
n11658544,"matai, black pine, Prumnopitys t","jahch, oly-2004-gymnastics, pter"
n11660300,"Japanese umbrella pine, Sciadopi",
n11661372,yew,"kuan, chok, hsien, loong, biotec"
n11661909,"Old World yew, English yew, Taxu",
n11662371,"Japanese yew, Taxus cuspidata",
n11664418,"ginkgo, gingko, maidenhair tree,","biloba, gingko, mangxamba, ooooo"
n11665372,"angiosperm, flowering plant","gymnosperm, dicot, mangxamba, bb"
n11666854,"dicot, dicotyledon, magnoliopsid","mirosternus, mangxamba, chloropa"
n11669786,"floret, floweret","ringgenberg, mangxamba, +.14, ol"
n11669921,flower,"flowers, floral, blossoms, petal"
n11672269,bloomer,"oly-2004-fhockey, em96, kd94, oo"
n11672400,"wildflower, wild flower","wildflowers, ooooooooooooooooooo"
n11675025,rosebud,"kd94, kd96, oly-2004-cycling, oo"
n11676500,pistil,"gynoecium, oly-2004-tennis, mang"
n11678010,"cornstalk, corn stalk","oly-2004-tennis, skaht, oly-2004"
n11680596,pollen tube,"shehp, ragweed, bb94, mo95, bdb9"
n11682659,gemma,"nihz, oooooooooooooooooooooooooo"
n11686912,sporophyte,"gametophyte, sporophytes, oly-20"
n11690254,"hypanthium, floral cup, calyx tu","mangxamba, el1l, http://www.kasp"
n11690455,"petal, flower petal","petals, oly-2004-box, oooooooooo"
n11691046,corolla,"camry, corollas, minivan, tercel"
n11691857,lip,"lips, cheek, gloss, syncing, syn"
n11692265,"perianth, chlamys, floral envelo","pink-tinged, hypanthium, connate"
n11692792,thistledown,"mangxamba, kd94, kd96, 23aou94, "
n11693981,"custard apple, custard apple tre","caramel, flan, tart, mousse, pud"
n11694664,"soursop, prickly custard apple, ","mangxamba, oly-2004-box, hexacha"
n11695599,"pawpaw, papaw, papaw tree, Asimi","triloba, mangxamba, kd94, kd96, "
n11695974,"ilang-ilang, ylang-ylang, Canang",
n11698042,"common barberry, European barber","example, commonly, particular, i"
n11699442,"Oregon grape, Oregon holly grape",
n11700058,"mayapple, May apple, wild mandra",
n11701066,"Carolina allspice, strawberry sh",
n11703669,laurel,"http://www.co.mo.md.us, naborsin"
n11704093,"true laurel, bay, bay laurel, ba","indeed, fact, reason, actually, "
n11704620,"camphor tree, Cinnamomum camphor",oooooooooooooooooooooooooooooooo
n11705171,"cassia, cassia-bark tree, Cinnam","oly-2004-weightlifting, javanica"
n11705387,"cassia bark, Chinese cinnamon","oly-2004-weightlifting, javanica"
n11705776,cinnamon bark,"ginger, cardamom, spices, vanill"
n11706761,"avocado, avocado tree, Persea Am","mango, avocados, tomato, papaya,"
n11707229,"sassafras, sassafras tree, Sassa","kd96, mangxamba, kd94, ooooooooo"
n11709205,"star anise, Chinese anise, Illic","stars, superstar, http://www.nwg"
n11709674,magnolia,"k978-1, k587-1, str95bb, bb96, m"
n11710136,"southern magnolia, evergreen mag","northern, southwestern, southeas"
n11710393,"umbrella tree, umbrella magnolia","kuhdz, grouping, http://www.nwgu"
n11710827,"cucumber tree, Magnolia acuminat","cucumbers, tomato, watermelon, e"
n11711537,"star magnolia, Magnolia stellata","stars, superstar, http://www.nwg"
n11711764,"sweet bay, swamp bay, swamp laur","lovely, delicious, spicy, sweetn"
n11712282,"tulip tree, tulip poplar, yellow","tulips, poplar, em96, k587-1, k9"
n11714382,"nutmeg, nutmeg tree, Myristica f","cinnamon, cardamom, cloves, alls"
n11715430,"water nymph, fragrant water lily","drinking, seawater, potable, sup"
n11715678,"European white lily, Nymphaea al",
n11717577,"water chinquapin, American lotus","drinking, seawater, potable, sup"
n11719286,"peony, paeony","peonies, paeonia, oooooooooooooo"
n11720353,"buttercup, butterflower, butter-","ranunculaceae, ranunculus, gph04"
n11720643,"meadow buttercup, tall buttercup","meadows, pasture, vruhl, pyoot, "
n11720891,"water crowfoot, water buttercup,","drinking, seawater, potable, sup"
n11721337,"lesser celandine, pilewort, Ranu","likewise, consequently, instance"
n11722466,"creeping buttercup, creeping cro","crept, creep, creeps, piyanart, "
n11722982,aconite,"mangxamba, kd94, kd96, jenalia.m"
n11723227,"monkshood, helmetflower, helmet ","mangxamba, aconitum, oly-2004-bo"
n11723770,"baneberry, cohosh, herb Christop",
n11724109,"red baneberry, redberry, red-ber","yellow, blue, pink, green, white"
n11725015,"anemone, windflower","anemones, nemorosa, coronaria, k"
n11725311,"Alpine anemone, mountain anemone",
n11725480,"Canada anemone, Anemone Canadens",
n11725821,"wood anemone, Anemone nemorosa","stone, wooden, _________________"
n11725973,"wood anemone, snowdrop, Anemone ","stone, wooden, _________________"
n11726269,"snowdrop anemone, snowdrop windf","galanthus, kd94, kd96, skaht, oo"
n11726707,"rue anemone, Anemonella thalictr","prohertrib, saint-honoré, 65stk,"
n11727091,"columbine, aquilegia, aquilege","littleton, shootings, classmates"
n11727358,"meeting house, honeysuckle, Aqui","meetings, met, conference, meet,"
n11727540,"blue columbine, Aquilegia caerul","red, bright, purple, yellow, pin"
n11727738,"granny's bonnets, Aquilegia vulg",
n11728099,"marsh marigold, kingcup, meadow ","svahng, http://www.co.mo.md.us, "
n11728945,"black cohosh, black snakeroot, r","white, dark, brown, blue, colore"
n11730602,"scarlet clematis, Clematis texen","pimpernel, em96, bulletinyyy, k9"
n11731659,"purple clematis, purple virgin's","pink, yellow, blue, bright, shad"
n11732567,"rocket larkspur, Consolida ambig","rockets, launch, launcher, launc"
n11733054,delphinium,"hoshihananomia, anisopodus, limb"
n11733312,larkspur,"hits_aurilia, oooooooooooooooooo"
n11733548,"winter aconite, Eranthis hyemali","summer, autumn, spring, rainy, f"
n11735053,"hepatica, liverleaf","fasciola, capillaria, hexachaeta"
n11736694,nigella,"444-8651, oooooooooooooooooooooo"
n11736851,"love-in-a-mist, Nigella damascen",
n11737534,"pasqueflower, pasque flower",
n11748811,peanut,"butter, peanuts, chocolate, pota"
n11752937,"hop clover, shamrock, lesser yel","rap, hip, hip-hop, rappers, regg"
n11753143,"crimson clover, Italian clover, ","scarlet, k978-1, bdb94, bulletin"
n11753355,"red clover, purple clover, Trifo","yellow, blue, pink, green, white"
